Text,Language
"નવી ઈન્ડો-આર્યન ભાષા (આધુનિક ભાષાઓ જેમ કે હિન્દી, પંજાબી, બંગાળી વગેરે)",Gujarati
తెలుగు అనేది ద్రావిడ భాషల కుటుంబానికి చెందిన భాష,Telugu
भीमा व सीना या दोन नद्यांचा संगमावर वसलेल्या या गावात चालुक्‍यकालीन संगमेश्‍वर मंदिर आहे,Marathi
ବର୍ତ୍ତମାନ ଶେଷ ମ୍ୟାଚ୍ ମଞ୍ଚେଷ୍ଟରର ଓଲ୍ଡ ଟ୍ରାଫର୍ଡ ଗ୍ରାଉଣ୍ଡରେ ଅନୁଷ୍ଠିତ ହେବାକୁ ଯାଉଛି,Odia
२६ फेर्वरी १९७५ आर कोमिट्टीन आपलो निरणोइ सांगलें :कोंकणी एक वेग्ळें आनी भास आसा,Konkani
ଏଥିପାଇଁ ରାଜ୍ୟର ଭାଷା ସଚେତନ ନାଗରିକ ମାନେ ମଧ୍ୟ ବହୁ ବାର ଦାବି କରିଆସିଛନ୍ତି,Odia
" সেসময় উপমহাদেশের পূর্বাঞ্চলের স্থানীয় আপভ্রংশ ছিল পূর্ব অপভ্রংশ বা অবহট্‌ঠ (অর্থহীন ধ্বনি), সেটা থেকেই অবশেষে আঞ্চলিক উপভাষাসমূহের বিকাশ ঘটে, এক্ষেত্রে তিনটি ভাষাদল গঠিত হয় - বাংলা–অসমিয়া ভাষাসমূহ, বিহারি ভাষাসমূহ এবং ওড়িয়া ভাষাসমূহ",Bengali
" It is the most widely spoken Germanic language, accounting for at least 70% of speakers of this Indo-European branch",English
स,Marathi
ಮುಂಬರುವ ತಿಂಗಳುಗಳಲ್ಲಿ ಫ್ಲಿಪ್ ಕಾರ್ಟ್ ಕರ್ನಾಟಕದ ಲಾಭವಿಲ್ಲದ ಸಂಸ್ಥೆಯಾದ ವೃತ್ತಿ ಸಂಸ್ಥೆಯನ್ನು ತನ್ನ ವ್ಯಾಪ್ತಿಗೆ ತರಲು ಎಲ್ಲಾ ಸಿದ್ಧತೆಗಳನ್ನು ಮಾಡಿಕೊಳ್ಳುತ್ತಿದೆ,Kannada
இசுலாமியப் படையெடுப்புக்கு பதிலடி தரும் வண்ணம் பல்வேறு சிற்றரசுகள் சேர்ந்து விசயநகர பேரரசைத் தோற்றுவித்தன,Tamil
" ഇരുട്ടത്തു്, നിലാവത്തു്, കാറ്റത്തു്, വയറ്റത്തു്, കവിളത്തു്, വെയിലത്തു് തുടങ്ങിയവ ഉദാഹരണങ്ങൾ",Malayalam
क्रीस्तांव मिसोनार्यांक मांइभाशेंत प्रोचार कोर्न्याचि गोर्झ कोळली आनी तांनी क्रीस्तांव लेख कोंकणींत आनी मोराठिंत थर्जुमओ केलें,Konkani
"In the Wycliffe Bible of the 1380s, the verse Matthew 8:20 was written: Foxis han dennes, and briddis of heuene han nestis Here the plural suffix -n on the verb have is still retained, but none of the case endings on the nouns are present",English
ଦୁଇ ରାଜ୍ଯ ମଧ୍ଯରେ ସାଂସ୍କୃତିକ ଓ ପାରମ୍ପରିକ ସମ୍ପର୍କ ରହି ଆସିଛି,Odia
ନକ୍ସଲ ଓ ଗଞ୍ଜେଇ ଚାଷର ମୂଳୋତ୍ପଟାନ ଲାଗି ଦୁଇ ରାଜ୍ୟ ପରସ୍ପରକୁ ସହଯୋଗର ହାତ ବଢ଼ାଇବେ ବୋଲି ନିଷ୍ପତ୍ତି ହୋଇଛି,Odia
ଟି-20 ବିଶ୍ୱକପର ସେମିଫାଇନାଲ ପାଇଁ 3ଟି ଦଳ ଚୁଡାନ୍ତ ହୋଇସାରିଛି,Odia
പക്ഷേ മറ്റുദ്രാവിഡഭാഷകളിലുണ്ടു്,Malayalam
یَتھ خٲطرٕ سوٗز حۆکوٗمتَن تٔمِس نَو لَٹہِ جیل,Kashmiri
" ಈ ಬಗ್ಗೆ ಮಾತನಾಡಿದ ಫ್ಲಿಪ್ ಕಾರ್ಟ್ ಗ್ರಾಸರಿ ವಿಭಾಗದ ಉಪಾಧ್ಯಕ್ಷೆ ಸ್ಮೃತಿ ರವಿಚಂದ್ರನ್ ಅವರು, ``ಹಲವು ವರ್ಷಗಳಿಂದ ರೈತ ಉತ್ಪಾದಕ ಸಂಸ್ಥೆಗಳ (ಎಫ್ ಪಿಒಗಳು) ಜೊತೆಗಿನ ಸಹಭಾಗಿತ್ವಕ್ಕೆ ವೇಗ ನೀಡುವತ್ತ ನಾವು ಆದ್ಯತೆ ನೀಡಿದ್ದೇವೆ",Kannada
સમગ્ર વિશ્વમાં ગુજરાતી ભાષા બોલતા લોકોની સંખ્યા ૬,Gujarati
" ਬਾਗੜੀ ਦੀ ਗਿਣਤੀ ਪੰਜਾਬੀ ਦੀਆਂ ਉਪ-ਬੋਲੀਆਂ ਵਿੱਚ ਨਹੀਂ ਕੀਤੀ ਜਾਂਦੀ, ਪਰ ਇਸ ਦੀ ਪੰਜਾਬੀ ਨਾਲ ਸਾਂਝ ਪ੍ਰਤੱਖ ਦਿਸਦੀ ਹੈ",Punjabi
यो नाम काठमाडौँ उपत्यकामा बढी प्रचलित छ,Nepali
" त्या देकुन गोंयांत मोस्त झालें कोंक्णी आनी मोराठिच्य सोंबोधा विशय, ज्र तें एक वेग्ळें भास ,जर तें मोराठि उलोउंचे एक रीर",Konkani
എന്നാൽ പി,Malayalam
" त्याच्या पोइलें सोइत कोंकणी लोक शेजार्च्या प्रांतांत रवतेले, पोण, चें मूल कारोण गोंयेर पुर्तुगेझ राज आसलो",Konkani
" ਸ਼ਬਦਾਂ ਦੀ ਮੁੱਢਲੀ ਸਥਿਤੀ ਵਿੱਚ /ਘ,ਝ,ਢ,ਧ,ਭ/ ਧੁਨੀਆਂ ਨੀਵੀਂ ਸੁਰ ਦਾ ਉੱਚਾਰਣ ਕਰਦੀਆਂ ਹਨ",Punjabi
കെ,Malayalam
ଏହା ଓଡ଼ିଶାର ସରକାରୀ ଭାଷା,Odia
"हिन्दी जिसके मानकीकृत रूप को मानक हिंदी कहा जाता है, विश्व की एक प्रमुख भाषा है एवं भारत की एक राजभाषा है",Hindi
নোবেলজয়ী বাঙালি কবি রবীন্দ্রনাথ ঠাকুরের দুইটি বাংলা কবিতা ভারত ও বাংলাদেশের জাতীয় সংগীত হিসেবে গৃহীত হয়,Bengali
" Old English developed from a set of West Germanic dialects, often grouped as Anglo-Frisian or North Sea Germanic, and originally spoken along the coasts of Frisia, Lower Saxony and southern Jutland by Germanic peoples known to the historical record as the Angles, Saxons, and Jutes",English
एस,Konkani
সকৰ্মক ক্ৰিয়া আৰু অকৰ্মক ক্ৰিয়াৰ মাজত ভিন্নতা আছে,Assamese
इ,Marathi
যি ধ্বনি উচ্চাৰণ কৰোঁতে নিশ্বাস বায়ুৱে মুখ গহ্বৰৰ কোনো ঠাইত বাধা নাপায় তাক স্বৰধ্বনি বোলে,Assamese
ઓછા મૂલ્યવાળા નાણાકીય એકમો માટે હવે સિક્કાઓ ચલણમાં રાખવામાં આવે છે જ્યારે વધુ મૂલ્યવાળા નાણાકીય એકમો માટે બૅંકનોટો ચલણમાં રખાતી હોય છે,Gujarati
अशोकादयः प्रजाहितचिन्तकाः राजानः च अभवन्,Sanskrit
"মহাপ্রাণ নাসিক্যের মহাপ্রাণতার লোপ অথবা ক্ষীণতা অর্থাৎ ‘হ্ন (ন্‌হ) > ন’, এবং ‘হ্ম (ম্‌হ) > ম’",Bengali
نِہروٗ سُنٛد بۆڈ پیٛتٕر بَنٛسی دھَر نِہروٗ اوس اَکھ ؤکیٖل تہٕ لۄکُٹ شيخ عبدالله اوس کٲشُر سِیاسَت دان تہٕ رِیاسَتھ جۆم تہٕ کٔشیٖر ہُنٛد گۄڈٕنِیُک مُنتخٕب ؤزیٖر عٔظم,Kashmiri
" ਪੰਜਾਬੀ ਭਾਸ਼ਾ ਭਾਰਤੀ ਰਾਜਾਂ ਪੰਜਾਬ, ਹਰਿਆਣਾ ਅਤੇ ਦਿੱਲੀ ਦੀ ਮੁੱਖ ਭਾਸ਼ਾ ਹੈ",Punjabi
" दुस्रें कारण हें कि, कोम्कणींत शिकोइतोलि इस्कोलां उणें आसात",Konkani
